code	country_exposure	2020_EW09	2020_EW10	2020_EW11	2020_EW12	2020_EW13	2020_EW14	2020_EW15	2020_EW16	2020_EW17	2020_EW18	2020_EW19	2020_EW20	2020_EW21	2020_EW22	2020_EW23	2020_EW24	2020_EW25	2020_EW26	2020_EW27	2020_EW28	2020_EW29	2020_EW30	2020_EW31	2020_EW32	2020_EW33	2020_EW34	2020_EW35	2020_EW36	2020_EW37	2020_EW38	2020_EW39	2020_EW40	2020_EW41	2020_EW42	2020_EW43	2020_EW44	2020_EW45	2020_EW46	2020_EW47	2020_EW48	2020_EW49	2020_EW50	2020_EW51	2020_EW52	2020_EW53	2021_EW01	2021_EW02	2021_EW03	2021_EW04	2021_EW05	2021_EW06	2021_EW07	2021_EW08	2021_EW09	2021_EW10	2021_EW11	2021_EW12	cumulative_proportion
AUT	Austria	0.7777777777777778	0.9714285714285714	0.2378472222222222	0.07735062528948587	0.030053142752428073	0.03361823361823362	0.028148148148148148	0.046242774566473986	0.05660377358490566	0.04878048780487805	0.05454545454545454	0.06521739130434782	0.04912280701754386	0.01507537688442211	0.004694835680751174	0	0.004081632653061225	0	0.003418803418803419	0	0.010126582278481013	0.013071895424836602	0.002288329519450801	0.014144271570014143	0.00873015873015873	0.007966011683483803	0.010400416016640665	0.006660323501427212	0.004433361041839845	0.0031393888656341567	0.004852320675105486	0.0009582215408202376	0.0025747389500786724	0.00493628745264608	0.002685464921114468	0.001821832242712671	0.0030972928242109	0.0022517671476963443	0.0004350713287994321	0.0024629810973619396	0.0018778967556336902	0.0004181257513197094	0.0017829412779662966	0.0035404896421845572	0.015921262121870023	0.00886993025932697	0.01488095238095238	0.007817471138987364	0.024236798679867985	0.012991196048958558	0.023821695123198035	0.014243746105225673	0.009505841375807272	0.018901890189018902	0.017478289546004177	0.011141104294478527	0.010203168352277813	0.007922650650260592
AZE	Azerbaijan	X	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.436426116838488e-05	0.0	0.0	0.0003189792663476874	0.0013077593722755014	0.0	0.0005757052389176742	0.0	0.0020920502092050207	0.0010277492291880781	0.0	0.0	0.00047664442326024784	0.0	0.0	0.0	5.503793686362386e-05
BEL	Belgium	X	0.6428571428571429	0.09230769230769231	0.045155221072436504	0.04130400379806932	0.022695493169839733	0.022217586314801294	0.011783960720130934	0.005772537460083518	0.016221374045801526	0.017538161740824943	0.020476389469285417	0.011532125205930808	0.003633720930232558	0.006772009029345372	0.009456264775413711	0.04746835443037975	0.01669195751138088	0.04292527821939587	0.030110935023771792	0.014551333872271624	0.030677882236516577	0.021768707482993196	0.025756439109777443	0.007162041181736795	0.008335648791330925	0.007345895879910571	0.009609423434593924	0.01160541586073501	0.016444981862152357	0.00904189133139776	0.0010121457489878543	0.0037873618124744097	0.0011035170155204329	0.002925433939367673	0.0012518171539331287	0.000569765472212384	0.0037454192713946973	0.003902591320636903	0.004274965800273598	0.004130631212082096	0.007566013467503972	0.011407213242075628	0.004484933426769446	0.014094622497531196	0.021293900184842885	0.03430933517051326	0.057562307954933424	0.052806106488143656	0.05987650470903761	0.054435636089090224	0.06688941299790356	0.06868212503668918	0.06264104910033547	0.06396063960639606	0.053669319186560566	0.03417973873353969	0.017077299315753375
BEN	Benin	X	X	X	1.0	0.0	0.1	0.05263157894736842	X	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005472704884389109
BES	Bonaire	X	X	X	X	X	0.0	X	0	0.0	0	X	X	X	X	0	X	X	X	X	X	0.0	0.0	X	0.0	X	X	0	0.0	0	0.0	0.0	0.0	0.0	0.0	X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	X	X	X	X	X	X	X	X	X	X	X	X	0.6377551020408163
BFA	Burkina Faso	X	X	0	0.016129032258064516	0	0.0	0	0	0.0	0	0.010416666666666666	0.029411764705882353	0	0	0	0	0	0.15	0.043478260869565216	0	0.0	0.07692307692307693	0	0.03125	0.2	0.017543859649122806	0.05454545454545454	0.05357142857142857	0.16981132075471697	0.03642384105960265	0.050955414012738856	0.011049723756906077	0.05128205128205128	0.013888888888888888	0.04950495049504951	0.05357142857142857	0.046153846153846156	0.014285714285714285	0.0	0.0	0.0058823529411764705	0.012195121951219513	0.0047169811320754715	0.011529592621060722	0.01897810218978102	0.011879049676025918	0.013227513227513227	0.011375387797311272	0.013050570962479609	0.013910355486862442	0.013850415512465374	0.015384615384615385	0	0	0	0	0	0.015702674978300322
BGD	Bangladesh	X	X	0.6666666666666666	0.18181818181818182	0.21739130434782608	0.045454545454545456	0.024271844660194174	0.0048134777376654635	0.001751927119831815	0.020042194092827006	0.00321285140562249	0.0033217993079584776	0.0036091311016872686	0.0018355945730247406	0.0020631990444130743	0.0015454502880157355	0.0035661583866207574	0.000991945403325001	0.004474534064822381	0.002937062937062937	0.0028179777427520657	0.0031917120133947256	0.0006958569746279841	0.0001966826198124959	0.0005666597980630537	0.00022099447513812155	0.0007975460122699386	0.0004098360655737705	0.0006410770093757512	0.00035310734463276836	0.000285687077421198	0.0001031778786628147	0.0015776188472864956	0.0006847974955977304	0.0003916960438699569	0.0011791294094526874	0.0011732851985559567	0.0007671326287078077	0.0010145417653026716	0.0007823705828660843	0.0025708635464733024	0.001493763537232056	0.0008668849932575612	0.00398173088183628	0.002681721947776994	0.003226847370119393	0.002288329519450801	0.010790523105794042	0.008420441347270616	0.004	0.004807692307692308	0.007976794778825236	0.003562522265764161	0.0012843565373747753	0.0023034398034398034	0.011226944667201283	0.002380952380952381	0.0022794632024683765
BGR	Bulgaria	X	X	0.024390243902439025	0.00819672131147541	0	0.011627906976744186	0	0.004608294930875576	0.008130081300813009	0.008645533141210375	0.0030581039755351682	0.007874015748031496	0.004291845493562232	0	0	0	0	0	0	0.0006675567423230974	0.0	0.0	0.0006561679790026247	0.0026542800265428003	0.00202020202020202	0.002506265664160401	0.000968054211035818	0.002257336343115124	0.0035671819262782403	0.0021551724137931034	0.001697792869269949	0.0013149243918474688	0.0	0.00020881186051367718	0.00011828720132481665	0.00026174584478471405	0.0	0.00013071895424836603	0.00017195426016679562	4.750593824228028e-05	0.00031418547415824476	0.0012149326264634416	0.002318456570340316	0.002202989771833202	0.004184861717612809	0.009048136083966703	0.011711711711711712	0.019932432432432434	0.02039775624681285	0.026955816781516012	0.021462105969148222	0.017911310125668062	0.013928119216908542	0.01800839374284624	0.015221121381524327	0.008535891390943826	0.010873863187030448	0.0057845440400280685
BHR	Bahrain	0	0.022727272727272728	0.032	0.042105263157894736	0	0.02358490566037736	0.036931818181818184	0	0.0	0	0	0	0	0	0.0002785515320334262	0	0.0002763957987838585	0.0027947154471544716	0	0.0002767783005812344	0.0	0.0007291286912139992	0.00040933278755628325	0.0	0	0.0003834355828220859	0.0008499787505312367	0.0	0.0004153686396677051	0.0004070832485243232	0.0	0.0002828854314002829	0.0003359086328518643	0.023204903677758317	0	0.0011976047904191617	0.0024706609017912293	0.012708498808578236	0.016853932584269662	0.003795066413662239	0.0	0.0	0.0	0.0	0.0	0	0	0.0004570383912248629	0.0009463722397476341	0	0.00037112636852848393	0	0	0.00022999080036798528	0	0.0008126777732629012	0.0007283321194464676	0.0011717252055845134
BHS	Bahamas	X	X	X	0	0	0.1111111111111111	0	0	0.08695652173913043	0	0	0	0	0	0	X	0	X	X	0	0.0	0.0	0.003663003663003663	0.007168458781362007	0	0	0.002702702702702703	0.005865102639296188	0	0.0	0.0	0.0	0.0	0.0	0.0015625	0.002242152466367713	0.030042918454935622	0.013888888888888888	0.008620689655172414	0.009900990099009901	0.0	0.0	0.0	0.0	0.0	0	0	0.028985507246376812	0.0136986301369863	0	0	0	0	0	0	0	0	0.0031337437045327364
BIH	Bosnia and Herzegovina	X	0	0	0.13333333333333333	0.05454545454545454	0.01366120218579235	0.006211180124223602	0	0.009174311926605505	0.0028328611898017	0	0	0	0.019417475728155338	0	0	0	0	0	0	0.0006934812760055479	0.0	0	0.0	0	0.0010449320794148381	0	0.0005293806246691371	0	0.000481000481000481	0.0	0.0	0.0004219409282700422	0.0	0	9.678668215253581e-05	8.991188635137565e-05	0.0	0.00023784040908550363	0.00013511687609782462	0.00028336639274582036	0.0	0.00019164430816404754	0.0002627430373095113	0.0	0.000927070457354759	0.006127450980392157	0.0016604400166044002	0.00048146364949446316	0.0010325245224574084	0.004573170731707317	0.001405152224824356	0.0011621150493898896	0.0011027790030877812	0.0016548819016097489	0.00021793614470960008	0	0.0006171620420657648
BLM	Saint Barthélemy	X	0	X	0	0	0.0	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	0.0	0	X	0	0	0	X	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	X	0.0	0.0	0.0	0.0	0.0	0	0	0	0	X	0	0	0	0	0	0	X	0.002574002574002574
BLR	Belarus	0	0	0	0	0	0.0	0	0	0.00023293733985557886	0	0	0	0	0	0	0	0	0	0	0.0006680026720106881	0	0.0	0.001059322033898305	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.00043554006968641115	0.0008138351983723296	0.0015375153751537515	0.0014703720041170415	0.00013180440226703572	0.00010454783063251438	0.0001836715951878042	8.364700961940611e-05	7.659900421294524e-05	0.0	0.0	0.0	0	0	8.115565654926148e-05	9.336196433572963e-05	0	0	0	0.0004459805998439068	0	0	0	0.00023986567522187575	0.000135377214440656
BLZ	Belize	X	X	X	X	0.5	0.0	0.1111111111111111	0	X	X	X	X	X	X	0	0	0	0	0	0	0	0.0	0	0	0.01652892561983471	0	0.0033783783783783786	0	0	0.006756756756756757	0.0045662100456621	0.0	0.011527377521613832	0.0	0.015105740181268883	0.0026246719160104987	0.001697792869269949	0.0	0.0	0	0.0	0.0006361323155216285	0.009708737864077669	0.00715307582260372	0.025236593059936908	0.017429193899782137	0.0038022813688212928	0.0051813471502590676	0	0	0	0	0	0	0	0	0	0.004188481675392671
BMU	Bermuda	X	X	X	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	X	X	0	0	X	0	0	0	0	0	0	0	0.0	0.0	X	0.0	0.0	0	1.0	0.6	0.6923076923076923	1.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.03164556962025317
BOL	Bolivia	X	X	0.1	0	0	0.015384615384615385	0	0	0.005361930294906166	0.006622516556291391	0.002068252326783868	0.005759539236861051	0	0	0	0	0	0	0.0002704530087897228	0	9.142439202779301e-05	0	0	0.00019489378288832586	0.00039639282528986224	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.00025960539979231567	0.0004262211235188816	0.0001122586439155815	0.0006974716652136007	0.00014757969303423848	0	0	0.000184945441094877	0.0018401144960130853	0.00019309177057727012
BRA	Brazil	1.0	1.0	0.39855072463768115	0.2	0.06590357266736038	0.03531598513011153	0.0194849040223787	0.017010859330864353	0.01252978028765552	0.004606099110546378	0.0020013229083631554	0.0010974822466107165	0.0005619605398333436	0.00045682657803789676	0.0005733747692166554	0.00029830920593466463	0.0003086633036187317	0.00032508696076200385	0.00044809502652494714	0.0002244660371472269	0.00013616441853538146	0.00016267640222366128	0.0002552941626989699	0.00016090104585679806	0.00029210591957569155	0.00019979944659323095	0.00014026255634195253	0.00016615675806492394	0.00014531338388163188	0.00022582602927269905	0.0002424229648328599	0.0002859533366518042	0.0002445905667675366	0.0002822367260539778	0.0002879576126394195	0.0005226818093824611	0.0007714741089897929	0.00040942077196286556	0.00047589377266014807	0.0008000471606747345	0.0004147714400237012	0.0004555207129889421	0.0004233878232460934	0.0006728649401743907	0.0005147666191804436	0.0007313824240182651	0.000612038695618911	0.0007004526640734229	0.0006625619245899185	0.0009141715089381546	0.000857720449324166	0.0006891443074251505	0.0009918430824896055	0.0008681132057570611	0.0008987022739164646	0.0006674482923306081	0.002098525105435606	0.0007063844246037305
BRB	Barbados	X	X	X	0	0	0.0	0	0	0	0	0	0	0	X	X	0	0	X	X	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.022222222222222223	0.06976744186046512	0.002421307506053269	0	0	0	0	0	0	0	0	0	0	0	0.0013854253255749516
BRN	Brunei	X	X	0.075	0.046511627906976744	0	0.0	0	0	0	X	0	X	X	X	X	X	X	X	X	X	X	X	X	0	X	0	0	0	X	X	0.0	X	X	0.0	0	X	X	X	X	0	0.0	0.0	X	X	0.4	0	0	1.0	0.4	0	0	0	0	0	0	0	0	0.04854368932038835
BWA	Botswana	X	X	X	X	X	0.0	0.3333333333333333	1.0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0.004	0	0.011299435028248588	0.035856573705179286	0.06382978723404255	0.002471576866040534	0.0014684287812041115	0.005563282336578581	0.0016764459346186086	0.01282051282051282	0.002191380569758948	0.007530120481927711	0.003927729772191673	0.007216494845360825	0.015594541910331383	0.00791295746785361	0.007692307692307693	0.004819277108433735	0.003041825095057034	0.019222367846221056	0.009151921903599756	0.0022624434389140274	0.005621925509486999	0.0018773466833541927	0	0.0005925925925925926	0.008928571428571428	0.014336917562724014	0.0013454423141607804	0.0055633546508605
CAN	Canada	0.09090909090909091	0.38235294117647056	1.0	0.4810009267840593	0.32100488485694345	0.13334233990813293	0.07970593925324047	0.0947463768115942	0.0599250936329588	0.037995499394149215	0.034661572052401744	0.03909266409266409	0.02693517935808685	0.015467075038284839	0.012304483837330552	0.014854260089686098	0.02500919455682236	0.020321361058601134	0.022973558734286952	0.04071246819338423	0.02165137614678899	0.03699582753824757	0.04716672125777923	0.09257142857142857	0.10608890549122152	0.1053016453382084	0.11757063981812277	0.10304752066115702	0.05394369224156458	0.052149619742356046	0.0374331550802139	0.028991262907069104	0.021759005302614737	0.02846153846153846	0.01654024441635061	0.011805098297432039	0.01837270341207349	0.024406291120997556	0.015623164571831317	0.030623209169054443	0.012176938369781311	0.009590292275574112	0.013174058541957894	0.012424305700563793	0.01320779390610697	0.007686828515462694	0.015128898212772824	0.023402940813048313	0.011296296296296296	0.0107559926244622	0.03104271690103476	0.03724525650035137	0.034067659513726985	0.04241734310037616	0.04016477857878476	0.026904524284763805	0.03629382303839733	0.02709342775500062
CHE	Switzerland	1.0	0.316	0.29789184234647115	0.0883819018404908	0.02999600053326223	0.03095349198942293	0.026944806605823556	0.025250326512842838	0.02953020134228188	0.08884073672806067	0.06912442396313365	0.037383177570093455	0.0784313725490196	0.09166666666666666	0.14414414414414414	0.07971014492753623	0.09395973154362416	0.09294871794871795	0.08709175738724728	0.14862681744749595	0.10666666666666667	0.1037037037037037	0.05675675675675676	0.07603464870067372	0.06653088934147998	0.06576629477392835	0.0892601431980907	0.053243847874720356	0.06370586093920641	0.005428460643660334	0.015497869043006587	0.06547619047619048	0.045287433155080214	0.03330012807741568	0.016489343505182854	0.008735523143207241	0.016492664146231486	0.02715492459422405	0.017271260383672982	0.02383618043266279	0.028999885526767657	0.023215381468602986	0.05288812255454606	0.05696463978849967	0.07328104900618283	0.06769961459103827	0.10275442157147	0.1263966977439328	0.12050494145004567	0.11750213209513882	0.09656652360515021	0.11790578887627695	0.1298029900796423	0.1341397118782278	0.14254937163375225	0.12314331593737454	0.10337698139214335	0.04992899610111766
CHL	Chile	0	0.7272727272727273	0.5466666666666666	0.19642857142857142	0.04848910751932537	0.026495726495726495	0.006974427100631019	0.004641089108910891	0.008885503935008886	0.011683642899940084	0.0020009095043201455	0.003986972147349506	0.00066069835816458	0.0009366950277105613	0.0010809252720328602	7.266913741733885e-05	0.00014239334738281028	0.0014507705203430266	0.000664424234873967	0.00014864730948369834	0.0017839091395611584	0.0018310050183100502	0.0007820275842456988	0.0006734006734006734	0.0011646866992778943	0.004150431983737083	0.0010568246484025689	0.003058350100603622	0.0016350555918901242	0.0006662225183211193	0.0022998673153471916	0.0024015369836695487	0.004135203164329378	0.003554957724827056	0.0006641996394344815	0.001441218859378217	0	0.0013403443653984947	0.0004225203337910637	0.00010206164523372117	0.0004112264829855043	0.000989831728606137	0.0012523942831884486	0.002726245096083516	0.002284669865204478	0.00173992673992674	0.0013693200245036214	0.00044590793716128146	0.0006724949562878278	0.0009133508061313636	0.0010693427654849057	0.00127937225468037	0.0014468384624408556	0.0008945467056597282	0.0013182026593305824	0.0018886930244270965	0.001851686596466179	0.0017104626909836243
CHN	China	0.030485186775440102	0.04139900071377588	0.12	0.2512820512820513	0.04433497536945813	0.00823045267489712	0.003003003003003003	0.006675567423230975	0.027522935779816515	0	0	0	0	0.1111111111111111	0.1388888888888889	0.041666666666666664	0	0	0	0	0.046153846153846156	0.023391812865497075	0.0018018018018018018	0	0	0.008064516129032258	0.0875	0	0	0.021052631578947368	0.125	0.010101010101010102	0.009345794392523364	0.0	0	0.004901960784313725	0	0	0	0	0.0	0.0	0.04807692307692308	0.015873015873015872	0.018518518518518517	0.04113924050632911	0.0025188916876574307	0.00261437908496732	0	0	0	0	0	0	0	0.03636363636363636	0	0.022503198615187778
CIV	Côte d'Ivoire	X	X	0	0	0	0.0	0	0	0	0	0	0	0	0.006928406466512702	0.002638522427440633	0.006196746707978312	0.004530477759472817	0.0017985611510791368	0.007246376811594203	0.0020191822311963654	0.0040844111640571815	0.004424778761061947	0.011382113821138212	0.003913894324853229	0.005361930294906166	0.013123359580052493	0.0038535645472061657	0.0034542314335060447	0.0045045045045045045	0.0056657223796034	0.0030211480362537764	0	0.0035842293906810036	0.0	0.015625	0	0	0	0	0	0.0	0.0	0.0035087719298245615	0.031413612565445025	0.002074688796680498	0.001088139281828074	0.00727802037845706	0.003416856492027335	0	0.003599712023038157	0.009870918754745633	0.007766990291262136	0.012552301255230125	0.002170138888888889	0.0008442380751371887	0	0	0.003496911061895326
CMR	Cameroon	X	1.0	0	0.04	0.046875	0.004310344827586207	0.0037735849056603774	0.01015228426395939	0.001996007984031936	0	0.02030456852791878	0.009626955475330927	0	0	0	0.0027726432532347504	0.0003414134516899966	0	X	0	0	0.0018148820326678765	0	0	0.00468384074941452	0	0	0	0	0	0.0	0	0	0.0	0.007751937984496124	0.013452914798206279	0	0.002857142857142857	0.007177033492822967	0	0.0031496062992125984	0.0025575447570332483	0.0051635111876075735	0.007233273056057866	0.03502626970227671	X	0.011187607573149742	0.006222775357809583	X	0.020821609454136185	0.017045454545454544	0.0060569351907934586	0.0010178117048346056	X	0	X	0.00014190435646374344	0.004132664834588517
COD	Democratic Republic of the Congo	X	X	1.0	1.0	0.3333333333333333	0.011235955056179775	0.36231884057971014	0.4166666666666667	0.3761467889908257	0.1937984496124031	0.14068441064638784	0.05791505791505792	0.07017543859649122	0.06269925611052073	0.005482456140350877	0.001182033096926714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0	0.001303780964797914	0.000980392156862745	0.002244668911335578	0	0	0.0035714285714285713	0.0056179775280898875	0.0014771048744460858	0.0021321961620469083	0	0.007159904534606206	0.013625443723331779
COG	Republic of the Congo	X	X	X	0	0	0.0	0	0	0	0	0	0	0	0	0.026785714285714284	0	0	0.00980392156862745	0.00425531914893617	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	X	0.025454545454545455	0.052980132450331126	0.011299435028248588	0.035175879396984924	0.5	0	0.047058823529411764	0.053763440860215055	0.04046242774566474	0.033426183844011144	X	0.057356608478802994	0.027855153203342618	0	0	0	0.01291188926763764
COL	Colombia	X	1.0	0.9047619047619048	0.13218390804597702	0.06067961165048544	0.09147869674185463	0.009976976208749041	0.019736842105263157	0.01051939513477975	0.013999066728884742	0.016822429906542057	0.000225022502250225	0.00019091256204658267	0.0003722546221615585	0.000510673067102441	0.00018658456945610597	0.0006513886421507668	0.000696924819235125	0.0002822808290991209	0.000372173805167013	0.0002218869264222952	5.988621618924044e-05	4.5881381335454075e-05	0.000155611198347692	2.505669076285095e-05	5.234642866490434e-05	1.4974319042841527e-05	1.7073004165813017e-05	0.00021778728122277659	0	6.297229219143577e-05	0	0.00032967032967032967	4.030307915524746e-05	9.035056017347308e-05	6.017480781670753e-05	4.818270883189053e-05	9.060104734810735e-05	6.140117480914468e-05	0.00011840324763193504	0.0001756178555463312	0.00010944311693997045	0.000253196607165464	0.0002814016051147556	0.0007606895282498006	0.0003620599304463818	0.0004094559249943595	0.00038415151650511456	0.0001789186158855875	0.0001086939643794351	7.710298388547637e-05	0.00021942197981317786	0.0005743385534326301	0.0018319394663480685	0.00154816735689128	0.0010590250739760162	0.0010134222142149357	0.0003754855107634269
COM	Union of the Comoros	X	X	X	X	X	X	X	X	X	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.01048951048951049	0.00702576112412178	0	0	0	0	0	0	0	0	0	0	0.0016260162601626016
CRI	Costa Rica	X	1.0	0.28	0.18681318681318682	0.02247191011235955	0.02857142857142857	0	0	0	0	0	0	0	0.007751937984496124	0.032407407407407406	0.010025062656641603	0.01935483870967742	0	0.0097442143727162	0.0038314176245210726	0.002710843373493976	0.002716720177821684	0.0008363534987454698	0.0015167930660888408	0.0014184397163120568	0.0005610622779128483	0	0.000553939897521119	0.0003515350363252871	0.00036328408815693874	0.0003598416696653472	0.0007009673349221927	0.00048443744701465424	0.00037151702786377707	0.0005281225244256667	0.0002905709719599012	0.0009386733416770963	0.0001457725947521866	0.0014527845036319612	0.0006514657980456026	0.0006067961165048543	0.0006885155604516662	0.0012260536398467432	0.0019934758970641536	0.0039488232506713	0.0009646689979500784	0.0022820629849383844	0.0017574692442882249	0.004032258064516129	0.0018975332068311196	0.0036376864314296106	0.004415897230028101	0.009012392039053699	0.012179208351457155	0.013860578883000407	0.01103202846975089	0.00549618320610687	0.0020354956989697046
CUB	Cuba	X	X	0	0.058823529411764705	0.01020408163265306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.00017787264318747776	4.190880643719267e-05
CYP	Cyprus	X	X	0.038461538461538464	0	0.031578947368421054	0.004048582995951417	0.005263157894736842	0.006896551724137931	0	0.018518518518518517	0.03571428571428571	0.045454545454545456	0	0	0	0.05	0	0	0	0.08333333333333333	0.08695652173913043	0.0625	0.028169014084507043	0.03669724770642202	0.04040404040404041	0.058823529411764705	0.024096385542168676	0.08333333333333333	0	0.04477611940298507	0.0425531914893617	0.05511811023622047	0.02857142857142857	0.005042016806722689	0.005793742757821553	0.005422993492407809	0.003986710963455149	0.005084745762711864	0.0014234875444839859	0	0	0.0	0	0	0.007153428712382831	0	0	0.007434944237918215	0.01812004530011325	0	0	0.001310615989515072	0	0	0	0	0	0.003023329272144759
CZE	Czech Republic	X	0.10526315789473684	0.06470588235294118	0.05831265508684864	0.042787286063569685	0.024443237370994023	0.013245033112582781	0.01806451612903226	0.00804289544235925	0.009925558312655087	0.008823529411764706	0.011111111111111112	0.009195402298850575	0.014705882352941176	0.002967359050445104	0.007075471698113208	0.00437636761487965	0.002352941176470588	0	0.005925925925925926	0.006756756756756757	0.008843036109064112	0.007397444519166106	0.013020833333333334	0.0036231884057971015	0.003686150605581885	0.0013020833333333333	0.0019136139967195188	0.0005229441757092431	0.0012398295234405268	0.0004670402989057913	0.001848535613193923	0.0011976047904191617	0.0004742621575279997	0.00043918506770769793	0.0003677124725698357	0.00035471242018970543	0.0001914527005467038	0.0002767442575566557	0.00017921789311444854	0.00011750881316098707	0.0002880645264539257	0.0001382042659050076	0.0001641598095746209	0.0001914580265095729	0.0011461712150561052	0.0005883314267037098	0.001091901728844404	0.0016260849365404516	0.0038260658326248025	0.006067846104253181	0.004553188807663222	0.003137534758963506	0.002057491515803663	0.002501751225858101	0.003209605040268656	0.0014490330490999276	0.0017089216149507513
DEU	Germany	0.2857142857142857	0.19583333333333333	0.07923930269413629	0.035341502155661446	0.016459049658982018	0.005781701695444957	0.0055871737923375905	0.007540414451556906	0.0081239085870473	0.008398391294061983	0.004719207173194903	0.007904245709123759	0.014407179971658007	0.011551670309085233	0.013710747456877488	0.015410016510731976	0.06670584778136938	0.03907074973600845	0.010948905109489052	0.008363201911589008	0.006256900993743099	0.004413291796469367	0.007404273323460969	0.00678195998643608	0.01041529334212261	0.01066894270777766	0.009917539558725206	0.005594065426243464	0.00604570140383236	0.008666941807676434	0.015627583925913676	0.010065995600293315	0.006741764806280935	0.004490182277129196	0.0024230330672748005	0.0020772826066049895	0.0017385053255479592	0.0017170773216632856	0.0021753198655823855	0.00241759300905995	0.002684031537370564	0.0030434012632738865	0.0021575598693864295	0.0026067004545388536	0.0020267085624509035	0.002988600715198616	0.009012279571258724	0.019718110776810776	0.033478559963311165	0.052702522798375825	0.0772595033042406	0.09523439774822867	0.09511084008895904	0.09982060923862421	0.09924239067830402	0.0745906671094607	0.07056784998064948	0.02125761208864537
DJI	Djibouti	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0013679890560875513	0.00013795006207752792
DNK	Denmark	0.6666666666666666	1.0	0.5236318407960199	0.342685370741483	0.31885714285714284	0.11993603411513859	0.031266284523189164	0.07945425361155699	0.12468827930174564	0.08731808731808732	0.08333333333333333	0.1391465677179963	0.1368909512761021	0.18895348837209303	0.1958762886597938	0.4372093023255814	0.2976190476190476	0.12323943661971831	0.1592356687898089	0.2894736842105263	0.29515418502202645	0.2830188679245283	0.21937321937321938	0.055130168453292494	0.3794428434197887	0.4060846560846561	0.5222222222222223	0.7398119122257053	0.14772103239978035	0.26849600555748526	0.23060630129732593	0.14211719002913564	0.14316546762589927	0.40398740818467993	0.0894854586129754	0.2154178674351585	0.19913694631298387	0.18574766355140188	0.21526235830314364	0.2518637458424131	0.2692307692307692	0.23365100230036148	0.20440996325030625	0.18848729615050355	0.2390374984731892	0.32577368296716275	0.5505716798592788	0.6449807625043722	0.6089037817137386	0.7153024911032029	0.6827490454703228	0.7999336429993364	0.7321281840591619	0.7479131886477463	0.528969957081545	0.6823529411764706	0.8774393146120895	0.3193425159896095
DOM	Dominican Republic	X	1.0	0	0	0	0	0	0	0	0	0.002170138888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.00022002200220022002	0	0	0.0	0	0	0.00014234875444839857	0.0001302252897512697	0	0	0	0	0.00014821402104639098	0	0	0.0005477951246233908	0.006089309878213802	0.005040023717758672	0.0007713073659853452	0.00020271720552344762
DZA	Algeria	0	0.125	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.0013157894736842105	0.0097442143727162	0.002243829468960359	0.00039494470774091627	0	0.00026062027625749283	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145610278372591
