code	population	region	country	2020_EW09	2020_EW10	2020_EW11	2020_EW12	2020_EW13	2020_EW14	2020_EW15	2020_EW16	2020_EW17	2020_EW18	2020_EW19	2020_EW20	2020_EW21	2020_EW22	2020_EW23	2020_EW24	2020_EW25	2020_EW26	2020_EW27	2020_EW28	2020_EW29	2020_EW30	2020_EW31	2020_EW32	2020_EW33	2020_EW34	2020_EW35	2020_EW36	2020_EW37	2020_EW38	2020_EW39	2020_EW40	2020_EW41	2020_EW42	2020_EW43	2020_EW44	2020_EW45	2020_EW46	2020_EW47	2020_EW48	2020_EW49	2020_EW50	2020_EW51	2020_EW52	2020_EW53	2021_EW01	2021_EW02	2021_EW03	2021_EW04	2021_EW05	2021_EW06	2021_EW07	2021_EW08	2021_EW09	2021_EW10	2021_EW11	2021_EW12
ESP	46754783	Southern Europe	Spain	0.09196920024203727	0.9731624676773711	12.599780433159106	40.601193678944036	102.36599750660804	113.21408549794788	78.83471515630818	61.3819552964239	51.7872150107081	22.836166301958883	14.963174997518436	15.228388505193148	9.82145505840547	9.218308210306526	4.453020346602828	4.908588710592454	4.989863817783092	5.41334990261852	4.440187434941148	7.192846986371427	13.575081719446757	26.020867212665706	34.43711844411726	55.26707288963356	60.85152828107447	92.48465552711474	113.85359226242159	127.69388748954304	144.02162876042007	157.66087503817525	163.49343338840862	157.09836574367162	152.24110867972587	161.36958650840066	234.3546327655932	298.463581790124	306.18043933601405	277.5309640513143	209.90151959426268	152.87847662558931	120.71278354558933	98.23166113293692	142.57578737987086	123.44191609230653	156.80534759406328	261.1390582221288	431.6221508289323	529.1351689088152	520.928521901171	425.34899584498123	243.92156840937537	164.87511021064947	118.55685438642716	74.44372054940347	74.19989522783156	61.23009917509402	91.95208969315503
EST	1326539	Northern Europe	Estonia	0.07538413872490744	0.678457248524167	7.915334566115282	14.398370496457323	25.555223027743626	29.701350657613535	19.976796762100474	15.67990085478075	9.272249063163615	4.824584878394076	2.563060716646853	2.7892131328215757	3.8445910749702796	3.3169021038959277	4.975353155843892	3.1661338264461127	0.6030731097992595	0.37692069362453723	0.5276889710743521	1.5830669132230564	0.5276889710743521	0.9046096646988894	2.9399814102713906	5.653810404368058	2.7892131328215757	6.106115236717503	7.387645595040929	9.649169756788153	12.362998750884822	16.58451051947964	21.86140023022316	31.058265154661868	20.278333317000104	15.529132577330934	22.539857478747326	41.762812853598724	77.49489460920485	111.49314117413812	147.97906431699332	175.11735425796	211.22635670719066	242.20923772312761	264.2967903695255	287.06280026444756	283.59512988310183	324.151796517102	271.53366768711663	263.3167965661017	268.59368627684523	283.82128229927656	319.40259577743285	398.329789022411	555.2795658476682	699.9417280607656	768.0136053293571	765.60131289016	656.5958482939438
ETH	114963583	Eastern Africa	Ethiopia	0.0	0.0	0.00086984066945791	0.00695872535566328	0.00608888468620537	0.019136494728074018	0.02696506075319521	0.03131426410048476	0.01478729138078447	0.009568247364037009	0.06697773154825908	0.08350470426795936	0.1635300458580871	0.4949393409215508	0.7576312230978396	1.0716437047721452	1.1334023923036567	0.9576945770731589	0.24007602477038315	1.353472081676508	1.517871968204053	3.567216585446889	4.132613020594531	3.700302207873949	5.77661188586998	8.81931454763375	9.238577750312462	6.795195309805193	5.586116779258698	3.690733960509912	3.974302018753191	4.488377854402816	4.844142688211101	4.35355255063684	3.848175121681794	2.88004245657514	2.637356909796383	2.713902888708679	2.6364870691269253	3.112289915320402	3.3140929506346373	3.094023261261786	2.780880620256938	2.539064914147639	2.2929000046910506	2.385972956323047	2.592125194984572	2.1972175310506805	3.2384168123917987	3.855133847037457	3.6976926858655754	5.35212963917452	5.38953278796121	6.06800851013838	7.850312041857638	10.078843837008803	11.44101432537989
FIN	5540718	Northern Europe	Finland	0.03609640483417492	0.21657842900504953	3.7901225075883667	5.3783643202920635	11.623042356604325	12.904464728217535	18.463311072680472	14.00540507565987	14.330272719167443	12.65178989437831	12.705934501629573	7.327570181337509	5.089593081618664	4.656436223608565	2.4906519335580697	2.2199288973017577	0.9926511329398103	1.0106993353568978	0.902410120854373	0.7760727039347608	0.6316870845980611	1.2633741691961222	0.9926511329398103	2.2560253021359324	2.743326767397294	3.356965649578268	2.580892945643507	3.8262189124225414	5.342267915457889	6.587593882236923	11.821572583192287	14.691236767509192	26.31427912411352	26.061604290274293	24.52750708482186	26.36842373136478	22.95731347453525	30.98876355013917	38.15389990972289	55.78699367121734	52.538317236141594	58.331790212026675	43.369830408261166	35.51886235682812	32.17994490966694	32.27018592175238	30.84437793080247	40.3016359973563	45.788289532150884	43.15325197925612	49.54231563490508	59.162007523212694	67.98757850516846	81.21691087689358	80.38669356570755	92.35265176823654	79.80915108836075
FJI	896444	Oceania	Fiji	0.0	0.0	0.0	0.1115518649240778	0.4462074596963112	0.7808630544685446	0.4462074596963112	0.1115518649240778	0.1115518649240778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8924149193926224	0.0	0.1115518649240778	0.0	0.0	0.1115518649240778	0.0	0.0	0.3346555947722334	0.1115518649240778	0.0	0.0	0.0	0.0	0.0	0.1115518649240778	0.1115518649240778	0.0	0.1115518649240778	0.0	0.3346555947722334	0.6693111895444668	0.0	0.2231037298481556	0.0	0.3346555947722334	0.4462074596963112	0.2231037298481556	0.0	0.0	0.1115518649240778	0.0	0.0	0.3346555947722334	0.4462074596963112	0.3346555947722334	0.1115518649240778	0.0
FLK	3483	South America	Falkland Islands (Malvinas)	0.0	0.0	0.0	0.0	0.0	28.710881424059718	114.84352569623887	172.2652885443583	57.421762848119435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.421762848119435	28.710881424059718	0.0	28.710881424059718	0.0	172.2652885443583	172.2652885443583	0.0	0.0	86.13264427217915	86.13264427217915	172.2652885443583	114.84352569623887	229.68705139247774	28.710881424059718	0.0	0.0	0.0	0.0	0.0
FRA	65273512	Western Europe	France	0.13481732069204427	1.283828576590149	5.409544992768276	15.0336632721708	35.05250337993151	40.485028597817745	21.483446455278827	142.03464339409223	18.895873106996294	15.012215062060703	11.482452483941724	4.608301143655331	4.33407045724765	9.495429018741936	8.721761439770546	4.15635671633541	3.8177813995974357	3.042581805618181	2.8847842598081748	3.944938645250159	4.514848228175619	7.716759594611671	10.083722781761766	14.503586079449809	25.690359666873753	33.333582541107944	50.76484930058612	67.02259256404037	83.12253828168461	101.20184738948932	127.70877105555466	117.41669423272337	169.78556324654326	224.7236214285513	333.7770457333443	427.40614293896124	653.8823895365091	312.58161809954396	262.0542311251768	123.25367141268575	110.53488281739766	126.92897541655182	144.16108022500765	137.1904119392258	139.4378779557625	188.00275370505574	192.13306616625746	212.6252989114482	215.9436434184819	209.0541719281169	196.91295299079357	200.54382855943157	229.44529168278856	220.16281275013975	247.6686102013325	314.2024899778642	390.00199652195823
FRO	48865	Northern Europe	Faroe Islands	0.0	2.0464545175483475	16.37163614038678	169.85572495651283	128.9266346055459	53.20781745625703	6.139363552645042	0.0	6.139363552645042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0464545175483475	0.0	8.18581807019339	67.53299907909546	143.2518162283843	153.48408881612608	28.650363245676864	55.25427197380538	4.092909035096695	10.232272587741738	26.603908728128516	59.347181008902076	26.603908728128516	8.18581807019339	12.278727105290084	14.325181622838432	10.232272587741738	0.0	4.092909035096695	4.092909035096695	6.139363552645042	8.18581807019339	38.882635833418604	28.650363245676864	65.48654456154712	87.99754425457894	65.48654456154712	6.139363552645042	6.139363552645042	4.092909035096695	2.0464545175483475	4.092909035096695	2.0464545175483475	0.0	0.0	4.092909035096695	2.0464545175483475	0.0
FSM	115021	Oceania	Micronesia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8694064562123438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAB	2225728	Middle Africa	Gabon	0.0	0.0	0.044929119820571066	0.1347873594617132	0.1347873594617132	0.6290076774879949	1.1232279955142768	2.785605428875406	3.0551801477988327	7.1437300514708	14.646893061506168	29.608289961756334	27.586479569830637	32.39389539063174	20.038387439974695	16.264341375046726	43.356600626851076	35.089642579866	18.465868246254708	14.467176582223884	16.75856169307301	30.057581159962044	24.576228541852373	17.612214969663857	13.568594185812461	7.323446530753084	5.256707019006815	4.313195502774822	1.8870230324639847	2.3812433504902666	1.437731834258274	3.1001092676194038	1.7073065531817007	2.066739511746269	1.7073065531817007	2.201526871207982	2.4261724703108376	1.7971647928228427	3.1001092676194038	2.695747189234264	2.830534548695977	3.4146131063634013	3.1450383874399748	4.358124622595393	3.324754866722259	5.526281737930241	9.21046956321707	17.028136411996435	21.116686315668403	31.854745952784885	50.320614199039596	43.85082094487736	45.42334013859735	47.6697961296259	46.50163901429105	47.220504931420194	47.89444172872876
GBR	67886004	Northern Europe	United Kingdom	0.05597619208813646	0.5406121709564758	3.243673025738855	9.320035982674721	26.341217550527794	44.72055830536144	47.42067304477076	47.20707968022392	48.35164550265766	46.00359155032899	33.63432615653736	29.140027154934618	23.90183402163427	15.82653178407732	12.435552989685473	10.42777536294521	9.682408173561077	7.568570393390662	3.8181655234855185	5.970302803505712	7.531743951227414	6.79816122333552	7.74975648883384	8.574668793290588	11.21880734061177	10.638422612118987	12.006893202905271	16.810534318679295	30.94894199399334	37.09748477756917	57.32993210205744	74.74294701452747	163.25456422505	168.78884195334285	218.8698571799866	232.2275442814398	235.36663021143505	254.71376986631884	219.52536785049242	164.67164571949175	148.48274174452808	184.1101149509404	255.22639394123124	370.8953026606191	506.41366370599746	615.1783510486197	500.7689066512149	383.1393581510557	263.13082148715074	197.01704640031545	143.28579422645058	115.73666937296825	95.51895262534528	63.08222236795673	59.624955977671036	55.16748341823154	55.84214383866224
GEO	3989175	Western Asia	Georgia	0.02506783984157125	0.07520351952471376	0.6517638358808525	0.4762889569898538	1.0277814335044213	1.8048844685931302	2.0054271873257004	3.6599046168694027	1.704613109226845	3.158547820037978	1.1029849530291351	1.4288668709695613	1.1280527928707063	0.7269673554055663	1.278459831920134	1.0779171131875638	1.178188472553849	0.5765603163561388	0.6768316757224239	0.8272387147718513	0.9275100741381364	2.4817161443155538	1.3536633514448477	1.1280527928707063	2.6321231833649814	1.8299523084347014	1.704613109226845	3.985786534809829	11.380799288073348	30.858510844974212	41.46220709795885	65.27665494745155	92.92648229270463	125.69014896563826	256.1431875011751	311.66845275025537	398.97973891844805	546.6293155853027	602.2799200335909	683.2991784015492	757.3495772935506	723.2573151090138	498.8750806871095	340.9476896852106	206.6592716539134	233.98321708122606	224.08142034380543	149.07844353782423	116.81613366172203	99.97054528818616	89.74286663282508	72.62153202103191	60.48869753771143	52.817938546190625	52.74273502666591	62.594396084403414	68.13438868939066
GHA	31072945	Western Africa	Ghana	0.0	0.0	0.009654701219984137	0.051491739839915396	0.3926245162793549	0.20596695935966158	0.6533014492189266	1.3709675732377475	1.432114014297647	2.864228028595294	6.738981451548928	4.737240065272217	2.8384821586753364	3.704187034733914	5.4516879555510425	5.329395073431244	8.364189490246257	8.73428637034565	9.516317169164365	15.640615976374303	9.049673276865132	15.418557848314668	16.6157407995927	11.324964531041394	5.3969779819711325	3.5883306200941045	2.552059355815807	2.1208160346565155	2.114379567176526	1.4256775468176577	1.1102906402981758	1.8697938029369279	0.6500832154789319	0.7305390589787997	1.4739510529175783	1.17465531509807	2.732280445255511	3.5851123863541097	2.249545384256304	2.1304707358764996	2.307473591576209	2.6936616403755744	2.317128292796193	2.037141957416653	2.5037858497158862	2.2785094879162564	3.8908445916536074	10.085944541143428	17.09525762685191	14.865021645035577	18.633573354569386	12.290434653039807	9.432643091924502	11.283127492421462	4.466908431112661	5.779947797030504	3.2536343111346544
GIB	33691	Southern Europe	Gibraltar	0.0	2.9681517319165356	0.0	26.71336558724882	136.53497966816064	124.66237274049449	92.0127036894126	8.904455195749607	11.872606927666142	23.745213855332285	5.936303463833071	5.936303463833071	14.840758659582677	50.458579442581105	17.808910391499214	2.9681517319165356	0.0	2.9681517319165356	2.9681517319165356	5.936303463833071	0.0	14.840758659582677	8.904455195749607	26.71336558724882	35.61782078299843	89.04455195749607	106.85346234899528	109.82161408091181	44.522275978748034	68.26748983408032	65.29933810216379	166.216496987326	142.47128313199372	243.3884420171559	302.7514766554866	109.82161408091181	261.19735240865515	302.7514766554866	195.89801430649135	166.216496987326	115.75791754474488	71.23564156599686	412.57309073639846	1133.8339615921166	2110.355881392657	2389.3621441928112	1567.1841144519308	884.5092161111276	513.4902496215607	204.80246950224097	112.78976581282835	38.585972514914964	29.681517319165355	26.71336558724882	47.49042771066457	20.77706212341575	8.904455195749607
GIN	13132792	Western Africa	Guinea	0.0	0.0	0.007614527055632953	0.007614527055632953	0.045687162333797715	0.7842962867301941	1.0584192607329805	2.0406932509096314	3.6397439325925514	4.492570962823442	3.4722243373686266	4.690548666269899	3.9443250148178697	4.035699339485465	3.129570619865144	2.794531429417294	3.6245148784812855	2.5204084554145076	2.124453048521594	3.6092858243700197	3.40369359386793	3.3199337962559676	2.901134808196155	4.317436840543884	3.563598662036222	4.484956435767809	2.429034130746912	3.030581768141915	2.8249895376398255	2.0254641967983655	1.7208831145730474	1.6980395334061484	1.9873915615202007	3.6702020408150835	1.1954807477343736	3.3275483233116003	2.4975648742476086	1.4086875052920964	1.621894262849819	1.8351010204075417	1.477218248792793	1.4239165594033623	0.8528270302308907	0.8680560843421566	1.0508047336773476	1.2030952747900066	1.1878662206787407	1.5381344652378566	1.3325422347357667	1.446760140570261	1.7513412227955791	3.8072635278164766	3.7996490007608434	4.918984477938888	8.010482462525866	7.386091243963964	7.150040905239343
GLP	400127	Caribbean	Guadeloupe	0.0	0.0	0.24992065019356355	12.995873810065305	12.246111859484614	7.9974608061940335	2.249285851742072	1.2496032509678177	0.24992065019356355	0.7497619505806906	0.4998413003871271	0.24992065019356355	0.24992065019356355	1.4995239011613812	0.4998413003871271	1.7494445513549448	0.7497619505806906	1.9993652015485084	0.4998413003871271	1.4995239011613812	1.2496032509678177	1.9993652015485084	15.49508031200094	6.248016254839088	38.987621430195915	81.22421131290815	93.47032317239277	54.48270174219685	429.1137563823486	86.47254496697299	265.1658098553709	260.16739685149963	238.6742209348532	159.6992954736871	51.733574590067654	68.97809945342354	74.47635375768193	48.73452678774489	31.73992257458257	29.74055737303406	20.743413966065773	5.998095604645525	11.746270559097487	14.74531836142025	15.745000962194503	20.49349331587221	32.98952582555039	55.48238434297111	0.0	24.992065019356353	36.488414928260276	38.237859479615224	128.2092935492981	122.46111859484614	0.0	66.72881360168147	92.47064057161852
GMB	2416664	Western Africa	Gambia	0.0	0.0	0.0	0.041379356004806626	0.08275871200961325	0.041379356004806626	0.20689678002403314	0.0	0.041379356004806626	0.2896554920336464	0.12413806801441987	0.12413806801441987	0.08275871200961325	0.0	0.041379356004806626	0.08275871200961325	0.37241420404325964	0.2896554920336464	0.5379316280624862	0.2896554920336464	1.200001324139392	7.613801504884419	9.144837677062265	24.496578754845522	24.786234246879168	30.951758291595358	23.089680650682098	10.55173578122569	9.351734457086298	5.296557568615248	2.110347156245138	1.448277460168232	1.5724155281826517	0.8689664761009391	0.4137935600480663	0.5379316280624862	0.4965522720576795	0.7448284080865193	0.993104544115359	0.20689678002403314	1.6137948841874583	0.37241420404325964	0.2896554920336464	0.20689678002403314	0.37241420404325964	1.6965535961970717	2.317243936269171	2.5241407162932044	5.4620749926344745	6.082765332706574	2.6896581403124307	10.42759771321127	5.668971772658508	2.8137962083268504	9.351734457086298	6.951731808807513	8.772423473019005
GNB	1967998	Western Africa	Guinea-Bissau	0.0	0.0	0.0	0.0	0.10162611953873937	0.813008956309915	1.0162611953873937	0.4065044781549575	0.3048783586162181	10.416677252720785	19.512214951437958	16.666683604353256	7.367893666558604	7.215454487250495	5.691062694169404	4.674801498782011	4.115857841318944	3.709353363163987	7.672772025174822	3.9126056022414657	5.436997395322556	0.2540652988468484	1.3719526137729814	3.6077272436252477	3.3028488850090296	1.62601791261983	2.845531347084702	2.0325223907747874	1.5243917930810906	1.422765673542351	1.0670742551567634	1.930896271236048	1.1687003746955027	0.20325223907747875	0.7113828367711755	0.5081305976936968	0.05081305976936969	0.2540652988468484	0.10162611953873937	0.05081305976936969	0.965448135618024	0.15243917930810905	0.15243917930810905	0.0	0.2540652988468484	0.15243917930810905	1.1687003746955027	1.62601791261983	1.117887314926133	12.195134344648725	5.741875753938774	10.467490312490154	7.926837324021671	3.3028488850090296	6.300819411401841	6.199193291863102	3.6585403033946173
